"Id","SalePrice"
1461,127785.444061461
1462,151868.607837326
1463,181053.593940242
1464,184268.487968088
1465,197495.115866013
1466,183091.001964045
1467,171218.966395312
1468,176960.564833102
1469,178931.760757215
1470,131477.537492926
1471,186397.996155163
1472,93897.8319320279
1473,97164.042420315
1474,149422.143580313
1475,129938.41152677
1476,354518.594222434
1477,254157.774966508
1478,305170.020751897
1479,302077.97345064
1480,479735.395291081
1481,312823.956557747
1482,207605.716546706
1483,180376.70204924
1484,170683.415468195
1485,174403.51146042
1486,193306.384448259
1487,312256.445838964
1488,240164.283286115
1489,205584.45621134
1490,207828.121337322
1491,188939.840423541
1492,105660.548246232
1493,166403.481910861
1494,304729.306025322
1495,283725.059953089
1496,233127.841170742
1497,188557.779352337
1498,154358.736544433
1499,153251.424431467
1500,164110.280884157
1501,172545.058110409
1502,160139.692183914
1503,268322.225381285
1504,237741.395294769
1505,222374.417560369
1506,190296.881953646
1507,232403.441185622
1508,192225.018616159
1509,164626.003942563
1510,153722.828655913
1511,150216.035092928
1512,164396.608001539
1513,142575.442454956
1514,147785.720287236
1515,178111.015214315
1516,147024.307026509
1517,149921.937920355
1518,137529.663522493
1519,209173.80039986
1520,141887.396919387
1521,145477.626198395
1522,157800.420283806
1523,120754.744399174
1524,123938.879272497
1525,124332.885256027
1526,125568.238864932
1527,112001.097656025
1528,128783.761860931
1529,144569.21864274
1530,161745.737228361
1531,124415.058612748
1532,101170.671915801
1533,138047.610202198
1534,114170.598922703
1535,145462.874641758
1536,117240.700405748
1537,79177.79117498
1538,150968.736788703
1539,188526.22506178
1540,114753.625372194
1541,136781.75703244
1542,137952.918748119
1543,175115.592487467
1544,88998.3942730802
1545,102911.45937364
1546,122583.430773022
1547,132305.359336411
1548,128550.025423914
1549,108518.439810001
1550,139623.810021725
1551,117104.538310908
1552,133522.478097471
1553,131033.460076263
1554,110806.672699907
1555,175639.250282237
1556,NA
1557,126093.756022225
1558,96889.9849826373
1559,111239.281680825
1560,142006.584363875
1561,138931.94344289
1562,125657.968334685
1563,125077.954084962
1564,152069.715019758
1565,149097.046987096
1566,224406.851572937
1567,88924.3277128197
1568,219044.457360265
1569,142581.924275694
1570,134551.308061188
1571,127993.164625392
1572,146818.496867294
1573,216623.166743946
1574,130940.834207337
1575,209412.781486251
1576,219677.779195094
1577,201633.253346611
1578,147053.722874835
1579,146088.180492288
1580,189083.212315111
1581,141145.098905034
1582,131754.321508514
1583,310032.409267141
1584,232147.040670246
1585,141661.197599089
1586,81066.3072787472
1587,102631.81101068
1588,147405.810002944
1589,96327.7366966251
1590,130020.312397065
1591,104846.087818768
1592,131346.826634253
1593,120956.428121591
1594,132107.251307525
1595,124104.261345447
1596,211879.416744957
1597,178405.482342984
1598,186174.178069007
1599,169823.691641914
1600,178374.507536795
1601,74342.7338548931
1602,107329.845618433
1603,91184.2910873978
1604,282293.831485838
1605,225363.925055501
1606,164131.636250756
1607,158121.376840575
1608,214147.611008046
1609,195171.913763543
1610,169284.535911806
1611,150198.776519131
1612,168689.288752925
1613,161404.250062389
1614,120533.257511073
1615,87695.5540402241
1616,82286.8896640721
1617,92003.4822345317
1618,126455.0572208
1619,133408.213044244
1620,163592.071795616
1621,138794.583749463
1622,145285.703661426
1623,240569.471696587
1624,198662.048415346
1625,126327.258447744
1626,165084.485439198
1627,184933.334908198
1628,266733.395945914
1629,177780.074575605
1630,336313.519849991
1631,206722.666364338
1632,253660.08387797
1633,171861.433706183
1634,187066.574408128
1635,179975.149302298
1636,165975.044734482
1637,186761.026586466
1638,199846.802113243
1639,184436.130665787
1640,236303.013647156
1641,185700.942250257
1642,228959.508666819
1643,231589.007210124
1644,233033.296026601
1645,192739.961525059
1646,158504.833416238
1647,162057.319281552
1648,142959.840427204
1649,140681.97780716
1650,127609.676967324
1651,126591.627077412
1652,91101.3727495394
1653,94480.1750097874
1654,151027.160316475
1655,146942.642998002
1656,146679.863875041
1657,150587.701161229
1658,153569.138204898
1659,136966.610374919
1660,150318.115711387
1661,441763.784889038
1662,361374.191461502
1663,365764.903865158
1664,462060.582939987
1665,322049.924204002
1666,337552.18399574
1667,334561.693876956
1668,327486.503491229
1669,295073.214689723
1670,340092.048155238
1671,256694.876094504
1672,479942.07124374
1673,304100.539535127
1674,255156.804809877
1675,193917.457983993
1676,194242.721192353
1677,213710.743045423
1678,477342.703854373
1679,393231.530526063
1680,319433.475733836
1681,247906.805951493
1682,314893.379264235
1683,191387.034014314
1684,174084.279695401
1685,176827.850181226
1686,169309.847541616
1687,169067.101442645
1688,186673.575917172
1689,188123.323153256
1690,185316.629168683
1691,178994.505071031
1692,256950.274970172
1693,171643.986726827
1694,184715.81510631
1695,171961.032649731
1696,256707.509486126
1697,171138.387978017
1698,334486.143736999
1699,316774.935886264
1700,241787.936702323
1701,268292.094875402
1702,257961.337562929
1703,253083.730687986
1704,283247.150499266
1705,228377.990245889
1706,425298.953420097
1707,221636.60360902
1708,212729.821970684
1709,264415.796439723
1710,221835.254194717
1711,269959.241832949
1712,256796.62661783
1713,262865.421333394
1714,218137.015159075
1715,203175.993240436
1716,177096.092156995
1717,162980.177036322
1718,140180.416228928
1719,204737.428528564
1720,240446.891183513
1721,164163.631363189
1722,139106.094529127
1723,157504.492767393
1724,207316.496566296
1725,229257.4362074
1726,191857.327181047
1727,172299.31903985
1728,182531.37189103
1729,162739.464145802
1730,153054.038233929
1731,123395.18791121
1732,129446.273235575
1733,125256.688527405
1734,129209.510352786
1735,132341.741990693
1736,118483.384913129
1737,318071.249842156
1738,220982.840854035
1739,254917.952612576
1740,212091.716015795
1741,190309.781005601
1742,171918.026359475
1743,166144.696389568
1744,291955.054127476
1745,228934.086426773
1746,227534.339079519
1747,211245.878716409
1748,214224.699600443
1749,162570.760522055
1750,151131.870896353
1751,217652.993019461
1752,121068.154465984
1753,143877.518533624
1754,198759.983621229
1755,169188.355391631
1756,124384.802044858
1757,120382.229266533
1758,148242.128964178
1759,158425.290085189
1760,159796.391489598
1761,148578.681474864
1762,166163.077032675
1763,163570.668666998
1764,121618.110105257
1765,166994.910509379
1766,163652.235730171
1767,182477.794302648
1768,143686.224604209
1769,160662.402203135
1770,138533.606849037
1771,141917.501150555
1772,144697.941018587
1773,141980.372955892
1774,135990.076630555
1775,133854.290899946
1776,125246.698639846
1777,115173.007836106
1778,132300.002640606
1779,120117.663767305
1780,161126.232681767
1781,134908.528047067
1782,100344.902070481
1783,130359.257789957
1784,103074.274647726
1785,116822.317942731
1786,142784.950659929
1787,158764.080007307
1788,72299.8949571216
1789,100969.642557812
1790,89032.9070051327
1791,167149.980660223
1792,153601.910621215
1793,139316.973097707
1794,139082.858640348
1795,139723.891286564
1796,135075.78171165
1797,119546.189799945
1798,125931.300283476
1799,113682.172712388
1800,133441.291136529
1801,127081.781207186
1802,142834.886336221
1803,147106.216551601
1804,142129.041539344
1805,135738.747598958
1806,115271.036506245
1807,127076.210784932
1808,119674.9280321
1809,116418.812843418
1810,135191.399235728
1811,107136.893665601
1812,110234.1382837
1813,120339.128319556
1814,98135.0440662403
1815,67578.2786720897
1816,103116.523989512
1817,128381.585914485
1818,133582.247664372
1819,118287.447165978
1820,82188.4802953578
1821,119623.311129092
1822,144036.204888439
1823,62363.2676465288
1824,135116.597828039
1825,136364.164926409
1826,106677.714720959
1827,109922.234062043
1828,130832.699974814
1829,115289.429684
1830,130472.933449935
1831,144299.56105029
1832,113500.111173419
1833,136800.654069973
1834,120964.81526743
1835,134936.241747197
1836,131933.26915276
1837,99306.2729294599
1838,124437.335707009
1839,100475.231316962
1840,159376.39588134
1841,140804.61289691
1842,89304.2197309135
1843,140557.706492506
1844,136423.016191014
1845,142028.648864778
1846,151385.545504049
1847,170514.332594313
1848,71946.297268629
1849,116621.436503188
1850,129242.032152956
1851,141483.833048102
1852,126445.35783272
1853,138244.541950582
1854,163607.995129288
1855,163050.266404148
1856,219951.928096196
1857,163142.289982883
1858,141157.367090667
1859,122930.915336861
1860,155027.783198841
1861,122796.682808348
1862,241038.193743471
1863,236667.644710206
1864,236759.809694121
1865,317996.252416081
1866,319288.440871313
1867,236372.292127967
1868,283824.029942572
1869,196399.404170832
1870,230076.168049981
1871,258889.894854029
1872,173452.668560022
1873,224353.744280183
1874,139755.46231947
1875,200993.471108968
1876,197828.18585639
1877,208209.970598364
1878,208417.95985576
1879,131598.154123794
1880,137480.875825319
1881,242984.80619928
1882,250304.606094353
1883,196333.178879467
1884,215276.435274678
1885,242075.282890214
1886,280649.038086092
1887,199090.894743463
1888,268120.52942324
1889,166190.049744509
1890,135993.050162949
1891,142441.851529597
1892,111208.254082053
1893,131884.729894787
1894,129450.445723943
1895,143534.413153678
1896,121387.624529693
1897,122476.614721015
1898,116398.699763889
1899,155579.583175862
1900,147896.222654103
1901,168019.492216195
1902,153193.457643309
1903,211642.553991496
1904,144911.37802114
1905,193524.20694973
1906,163503.601603557
1907,200489.540210426
1908,118788.677889274
1909,137615.74876812
1910,129624.125361591
1911,192613.220802468
1912,268759.66902429
1913,142616.541839943
1914,73699.5603212383
1915,316256.046967893
1916,NA
1917,232629.946495693
1918,137849.806409661
1919,157419.539361191
1920,155325.782035998
1921,393090.989757664
1922,319472.83234879
1923,198571.770276509
1924,219624.694976698
1925,216030.870449477
1926,368044.236461289
1927,136833.574115617
1928,154166.504065295
1929,123198.89030032
1930,138248.92246703
1931,140532.997572946
1932,139832.259354673
1933,169701.828118937
1934,180007.310224884
1935,176260.769795165
1936,189531.93541011
1937,180467.514962864
1938,174891.324049693
1939,258332.068246982
1940,196882.795707098
1941,172551.931531849
1942,186950.263849964
1943,198155.494654857
1944,326523.073362042
1945,364188.678852191
1946,NA
1947,302975.617726959
1948,171111.792700985
1949,222629.727512341
1950,176855.893218912
1951,239814.277152871
1952,216104.591151754
1953,167431.118526952
1954,190877.885899462
1955,149160.505065427
1956,256578.832678699
1957,171621.369987411
1958,289574.993848229
1959,141944.951781197
1960,121496.975127044
1961,122893.892433791
1962,92289.8525803371
1963,98168.1514970371
1964,111283.214813864
1965,148347.576824183
1966,146361.756544135
1967,290765.240478913
1968,409754.158293517
1969,381362.009507962
1970,417467.559754342
1971,406874.152240847
1972,345759.049702314
1973,267992.215285701
1974,321886.40388346
1975,450898.659705144
1976,273128.752622913
1977,365848.318046524
1978,354786.690265044
1979,321024.050227004
1980,197218.835056876
1981,333411.672776771
1982,234428.835201682
1983,223976.583950188
1984,168756.036414957
1985,212308.727086236
1986,212830.606007103
1987,177606.731540827
1988,179973.733795871
1989,187883.918886292
1990,220407.686175551
1991,215580.171357932
1992,211744.779563858
1993,176969.722165525
1994,232957.070786476
1995,181616.53479687
1996,257713.250596477
1997,315070.050926774
1998,341880.732546137
1999,245338.436146487
2000,298839.033794129
2001,282594.863119524
2002,245728.828574564
2003,253081.084262291
2004,262386.127134054
2005,224325.100187815
2006,218646.928421985
2007,250570.809091417
2008,203878.536694188
2009,193273.631946891
2010,189465.239138657
2011,146209.289515574
2012,175539.334599125
2013,179844.387065265
2014,191575.603007562
2015,194193.721542138
2016,193454.28718673
2017,198248.240481535
2018,128801.459634879
2019,130357.765614932
2020,122457.939832933
2021,117785.709925763
2022,178711.613709119
2023,142825.584059564
2024,235441.698043301
2025,332624.989832441
2026,184314.650291423
2027,156527.936042737
2028,155543.722988507
2029,173135.420263244
2030,269325.932168304
2031,227079.384184454
2032,240293.914083727
2033,252786.380597236
2034,163635.150034814
2035,209437.012147799
2036,195635.92755366
2037,196908.022794408
2038,269848.873784332
2039,208397.340167479
2040,318750.422734725
2041,261707.852254319
2042,208694.179089548
2043,169954.339768301
2044,176882.280233305
2045,209852.674328242
2046,152917.772812398
2047,147727.593313716
2048,133683.661048048
2049,136614.466179675
2050,175723.936343779
2051,108607.548535475
2052,141096.331210145
2053,146040.920095857
2054,89747.5757913546
2055,158927.234997389
2056,145116.522660482
2057,126446.405659761
2058,196621.046750541
2059,144843.174415868
2060,157129.487340594
2061,159628.762062498
2062,141560.977530484
2063,118720.114774023
2064,140522.586520838
2065,118557.5748911
2066,159354.377639727
2067,132456.035330412
2068,135535.513177289
2069,88210.7916872693
2070,107382.836208897
2071,101674.712699921
2072,133376.778601755
2073,138318.670085283
2074,169443.503812985
2075,145149.794542805
2076,122111.686141498
2077,150109.061229316
2078,128594.400434459
2079,131960.735315807
2080,118832.88636554
2081,125948.430879755
2082,136001.945816979
2083,140737.244968
2084,113800.940938464
2085,136709.329462218
2086,114995.061800173
2087,121042.158737784
2088,104765.314849324
2089,89907.2222549778
2090,126071.990740622
2091,117264.350025461
2092,127922.309669132
2093,127079.891243858
2094,118308.84526366
2095,139677.114160332
2096,88462.1740523445
2097,96074.8889532699
2098,135429.908312261
2099,63285.8591870792
2100,104813.017241552
2101,120644.853331565
2102,131578.029657484
2103,105352.356875045
2104,131527.37636442
2105,121442.381090433
2106,76566.0615300056
2107,178453.169235049
2108,115221.411099981
2109,113810.856726139
2110,131184.031759516
2111,150289.081825201
2112,138948.96590424
2113,121958.107679036
2114,110058.597024002
2115,147443.37345172
2116,114571.830519625
2117,141424.639872572
2118,122088.796288794
2119,108442.659574958
2120,112659.915885209
2121,NA
2122,109117.082379225
2123,94879.4356012291
2124,154150.207993358
2125,128433.399993333
2126,147394.099782321
2127,137843.908298687
2128,124646.679566913
2129,102083.861681017
2130,133035.879360428
2131,146254.217844925
2132,115307.788486673
2133,118990.250143869
2134,124753.492545083
2135,100013.711525116
2136,86931.2997120384
2137,124547.276138711
2138,137969.617475968
2139,148584.460335057
2140,134507.468068155
2141,133096.362419413
2142,139111.819974916
2143,142047.157610062
2144,126667.700872579
2145,134075.381568344
2146,145323.030407356
2147,182994.648155184
2148,132864.566223453
2149,139711.203354652
2150,215359.192387598
2151,116632.48560557
2152,NA
2153,152850.063553418
2154,105867.674057908
2155,123723.023569811
2156,231007.610381369
2157,230597.362116983
2158,230402.076578052
2159,205415.99472467
2160,172287.441456047
2161,248790.948798618
2162,371424.148856544
2163,332345.685609654
2164,244143.549089036
2165,190949.925752919
2166,144131.202030786
2167,205515.008014597
2168,207634.891576194
2169,193126.353471799
2170,219264.882868155
2171,149251.435543855
2172,143877.014805429
2173,166004.206392143
2174,227976.840434788
2175,277294.606704295
2176,314298.167731985
2177,246546.903866469
2178,218124.906491181
2179,144170.577327146
2180,204486.756304347
2181,191039.633874466
2182,228840.138624782
2183,194259.954451109
2184,136303.241975561
2185,125203.193878579
2186,137222.409258705
2187,145729.124766898
2188,145854.478433577
2189,NA
2190,86059.3267522117
2191,92116.496695559
2192,96959.9282092263
2193,98578.1619614525
2194,99122.5294089347
2195,113650.673390846
2196,112120.076772167
2197,115748.13204481
2198,149932.636778388
2199,153860.35742333
2200,151962.311882704
2201,147075.314394099
2202,188956.371010301
2203,171350.545413604
2204,180491.814591314
2205,137144.799834567
2206,141245.873265004
2207,205723.871107051
2208,223286.466588229
2209,207251.721440887
2210,123978.074511896
2211,112100.680936144
2212,113648.51377821
2213,103017.616740954
2214,137923.406091748
2215,102862.677847178
2216,146864.114421729
2217,NA
2218,91817.8532495868
2219,82673.0730509868
2220,80266.9207273325
2221,317027.300044192
2222,257683.600914906
2223,254589.968711962
2224,197896.537872585
2225,133927.58146568
2226,171249.807596728
2227,202401.430039983
2228,273239.553012741
2229,237809.322394003
2230,167690.110258873
2231,211124.614471737
2232,185459.68180105
2233,179383.751330344
2234,232907.345328495
2235,215002.030991797
2236,264799.437815897
2237,348818.923903808
2238,185191.186882508
2239,130354.548204218
2240,158178.330236539
2241,153260.409792913
2242,131439.322710919
2243,134675.299133776
2244,98962.0274137609
2245,96612.0417572531
2246,150460.240305442
2247,98819.1387033563
2248,125031.930956603
2249,127467.89485292
2250,135793.92123577
2251,NA
2252,167803.629962634
2253,165890.605798395
2254,177193.202337933
2255,189773.083310264
2256,178859.436568378
2257,211059.263146212
2258,171487.242084459
2259,179868.754309813
2260,156549.720128198
2261,189575.821603484
2262,206113.110534199
2263,335038.136611871
2264,422090.859149985
2265,170555.748789563
2266,279170.971823448
2267,345211.055576983
2268,370415.660457203
2269,165537.519568313
2270,174998.911163192
2271,224101.674989425
2272,197798.717190339
2273,166155.577565705
2274,175283.145965061
2275,169173.251082665
2276,177410.73683703
2277,189641.15360612
2278,149749.287079227
2279,126153.966376097
2280,121513.298939104
2281,167593.645475428
2282,175059.788521431
2283,96121.4135827231
2284,110512.529814919
2285,146577.471657167
2286,126297.473837654
2287,338679.69379714
2288,293191.278825136
2289,359109.461636588
2290,420795.107787546
2291,327662.963952501
2292,398907.620727287
2293,458447.586379083
2294,382299.635407233
2295,450859.101688951
2296,270549.734585932
2297,313262.973764429
2298,331619.675982431
2299,372946.001638843
2300,326572.766141589
2301,290757.98740688
2302,247049.936978144
2303,247824.178137445
2304,249420.70763939
2305,188268.115343219
2306,189881.863795917
2307,192744.883603744
2308,221851.414336357
2309,277662.153804394
2310,227023.820154719
2311,195086.595850721
2312,174907.162323375
2313,176995.41370381
2314,174168.806509304
2315,175029.226043248
